,gnk,bbby,hcci,skm,cs,azn,nvda,epac
0,0.0009349088039275687,0.0009059668773281186,0.0007316616912819763,-0.0003687380085407014,-0.0007575196479243352,0.0006242154248758139,0.0013110541525029747,8.10870689692216e-06
