,gnk,bbby,hcci,skm,cs,azn,nvda,epac
0,0.26552487404772585,0.25633694167309007,0.2023901021205563,-0.08875101935847962,-0.17384038955992187,0.17029190861389165,0.391203581991143,0.0020454749890033153
