,ticker,gnk,bbby,hcci,skm,cs,azn,nvda,epac
0,gnk,0.0014253778140641542,0.000337764524600217,0.0003996706039337801,0.0001174870432592229,0.00035041668513036015,0.00011844775072009758,0.00032094433147514706,0.00033471889399871714
1,bbby,0.000337764524600217,0.003872012819019432,0.0004484111856924,0.00017590652061592985,0.000378054022925088,7.230057156251482e-05,0.0004429265315608286,0.00040585054476853147
2,hcci,0.0003996706039337801,0.0004484111856924,0.0009978334671436574,0.00014177024586038304,0.00037889310463923287,0.00012042654563080692,0.0003224239589589059,0.0003795808390857639
3,skm,0.0001174870432592229,0.00017590652061592985,0.00014177024586038304,0.00040380959351274165,0.00015289449178231893,6.470315742233386e-05,0.00015207686866662887,0.00012726416788635435
4,cs,0.00035041668513036015,0.000378054022925088,0.00037889310463923287,0.00015289449178231893,0.0005424717730498311,0.00010895497733514271,0.0003267157140517341,0.0003017711560484697
5,azn,0.00011844775072009758,7.230057156251482e-05,0.00012042654563080692,6.470315742233386e-05,0.00010895497733514271,0.00026038826797034737,0.00016337004700601426,9.126040388937403e-05
6,nvda,0.00032094433147514706,0.0004429265315608286,0.0003224239589589059,0.00015207686866662887,0.0003267157140517341,0.00016337004700601426,0.0010105356181702666,0.00028330205776830797
7,epac,0.00033471889399871714,0.00040585054476853147,0.0003795808390857639,0.00012726416788635435,0.0003017711560484697,9.126040388937403e-05,0.00028330205776830797,0.000584024966278678
